# y+ ()      
# Time       	patch        	min          	max          	average      
0            	walls	1.913345e+02	2.331852e+02	2.141567e+02
50           	walls	2.656177e+02	1.584803e+03	1.156996e+03
100          	walls	3.547859e+02	1.619036e+03	1.169752e+03
150          	walls	3.266197e+02	1.629231e+03	1.171518e+03
200          	walls	3.174806e+02	1.631528e+03	1.172204e+03
250          	walls	3.157124e+02	1.632103e+03	1.172334e+03
285          	walls	3.152753e+02	1.632218e+03	1.172367e+03
