# y+ ()      
# Time       	patch        	min          	max          	average      
0            	walls	2.863939e+00	4.346744e+00	3.829234e+00
50           	walls	9.069922e-01	3.637260e+00	1.384849e+00
100          	walls	5.376572e-01	3.523667e+00	9.693940e-01
150          	walls	4.458027e-01	3.444538e+00	9.146584e-01
200          	walls	4.140316e-01	3.374792e+00	8.885902e-01
250          	walls	3.957019e-01	3.313361e+00	8.747954e-01
