# y+ ()      
# Time       	patch        	min          	max          	average      
0            	walls	6.521080e+01	9.556331e+01	9.246304e+01
50           	walls	7.917931e+00	2.040927e+02	8.916415e+01
100          	walls	1.008776e+01	2.039106e+02	8.558215e+01
